S.NO.,SERVICE CODE,DESCRIPTION OF ITEM,UNIT,Rate,DSR CODE,,,,
777,3014035,"Supplying and fixing of following ways surface/ recess mounting, vertical type, 415 V, TPN MCB distribution board of sheet steel, dust protected, duly powder painted, inclusive of 200 A tinned copper bus bar, common neutral link, earth bar,
din bar for mounting MCBs (but without MCBs and incomer ) as required . (Note : Vertical type MCB TPDB is normally usedwhere 3 phase outlets are required.)8 way (4 + 24), Double door (DSR-2.5.2)",EA,1.00,2.5.2,,,,
780,3014040,"Supplying and fixing 5 A to 32 A rating, 240/415 V, 10 kA, ""C""  curve, miniature circuit breaker suitable for inductive load of following poles in the existing MCB DB complete with  connections, testing and commissioning etc. as required.Single pole.(DSR-2.10,2.10.1) Make : L&T/Schneider/Legrand or equivalent 25A or Above MCB  (DSR-2.10.1)",EA,1.00,2.10.1,,,,
781,3014041,"Wiring for circuit/ submain wiring alongwith earth wire with the  following sizes of FRLS PVC insulated copper conductor, single  core cable in surface/ recessed medium class PVC conduit as  required(DSR-1.14 ) Conduit Make : Setia or equivalent Wire/Switch/socket Make : Havells or Equivalent 2 X 4 sq. mm + 1 X 4 sq. mm earth wire  (DSR-1.14.3)
",M,1.00,1.14.3,,,,
782,3014043,"Wiring for circuit/ submain wiring along with earth wire with the  following sizes of FRLS PVC insulated copper conductor, single  core cable in surface/ recessed medium class PVC conduit as required(DSR-1.14 ) Conduit Make : Setia or equivalent Wire/Switch/socket Make : Havells or Equivalent 2 X 2.5 sq. mm + 1 X 2.5 sq. mm earth wire (DSR-1.14.2)",M,1.00,1.14.2,,,,
810,3014243,"CHIPPING OF UNSOUND/WEAK CONCRETE MATERIAL FROM SLABS, BEAMS,COLUMNS ETC. WITH MANUAL CHISEL AND/ OR BY STANDARD POWER DRIVEN PERCUSSION TYPE OR OF APPROVED MAKE INCLUDING TAPERING OF ALL EDGES, MAKING SQUARE SHOULDERS OF CAVITIES INCLUDING CLEANING THE EXPOSED CONCRETE SURFACE AND REINFORCEMENT WITH WIRE BRUSHES ETC. AND DISPOSAL OF DEBRIS FOR ALL LEAD AND LIFTS ALL COMPLETE AS PER DIRECTION OF ENGINEER-IN-CHARGE 25 MM AVERAGE THICKNESS (26.28.3)",Sqm ,1.00,26.28.3,,,,
811,3014244,"CLEANING OF REINFORCEMENT FROM RUST FROM THE REINFORCING BARS TO GIVE IT A TOTAL RUST FREE STEEL SURFACE BY USING ALKALINE CHEMICAL RUST REMOVER OF APPROVED MAKE WITH PAINT BRUSH AND REMOVING LOOSE PARTICLES AFTER 24 HOURS OF ITS APPLICATION WITH WIRE BRUSH AND THOROUGHLY WASHING WITH WATER AND ALLOWING IT TO DRY, ALL COMPLETE AS PER DIRECTION OF ENGINEER-IN-CHARGE.BARS UPTO 12 MM DIAMETER(26.29.1)",M,1.00,26.29.1,,,,
812,3014245,"PROVIDING, MIXING AND APPLYING BONDING COAT OF APPROVED ADHESIVE ON CHIPPED PORTION OF RCC AS PER SPECIFICATIONS AND DIRECTION OF ENGINEER-IN-CHARGE COMPLETE IN ALL RESPECT.EPOXY BONDING ADHESIVE HAVING COVERAGE 2.20 SQM/KG OF APPROVED MAKE (26.31.2)",Sqm ,1.00,26.31.2,,,,
815,3014246,PROVIDING AND INJECTING APPROVED GROUT IN PROPORTION RECOMMENDED BY THE MANUFACTURER INTO CRACKS/HONEY-COMB AREA OF CONCRETE/ MASONRY BY SUITABLE GUN/PUMP AT REQUIRED PRESSURE INCLUDING CUTTING OF NIPPLES AFTER CURING ETC. COMPLETE AS PER DIRECTIONS OF ENGINEER-IN- CHARGE.(THE PAYMENT SHALL BE MADE ON THE BASIS OF ACTUAL WEIGHT OF APPROVED GROUT INJECTED.)EPOXY INJECTION GROUT IN CONCRETE/RCC WORK OF APPROVED MAKE (26.35.3),Kg,1.00,26.35.3,,,,
979,3014400,"Supplying and fixing following size/ modules, GI box alongwith  modular base & cover plate for modular switches in recess etc.  as required. (DSR-1.27 ) 6
Module (200mmX75mm) (DSR-1.27.4)",EA,1.00,1.27.4,,,,
980,3014401,"Supplying and fixing following size/ modules, GI box alongwith  modular base & cover plate for modular switches in recess etc.  as required.3 Module (100mmX75mm)  (DSR-1.27.2)",EA,1.00,1.27.2,,,,
